index,req,ts,engine,cmdtr,tr,rsp,send,recv,rts,rengine,rtr,accep,rtt1,rtt2,rtt3,rtt4,rtt5,rtt6,rtt7,rtt8,rtt9,rtt10,rtt11,rtt
5938,932727770,932727771,932727774,932727781,932727788,932727789,932727782,932794485,932794485,932794488,932794493,932794497,1,3,7,14,1,-6,66703,0,3,5,4,66727
5939,932727943,932727944,932727947,932727954,932727961,932727962,932727955,932794152,932794152,932794155,932794160,932794164,1,3,7,14,1,-6,66197,0,3,5,4,66221
5976,932731474,932731475,932731476,932731483,932731496,932731497,932731484,932794564,932794564,932794567,932794572,932794576,1,1,7,20,1,-12,63080,0,3,5,4,63102
5977,932731782,932731783,932731786,932731795,932731806,932731807,932731796,932794654,932794654,932794657,932794663,932794667,1,3,9,20,1,-10,62858,0,3,6,4,62885
5979,932731782,932731785,932731816,932731820,932731828,932731837,932731829,932794845,932794845,932794848,932794852,932794856,3,31,4,12,9,1,63016,0,3,4,4,63074
5984,932732441,932732442,932732444,932732449,932732458,932732459,932732450,932794944,932794944,932794947,932794951,932794956,1,2,5,14,1,-8,62494,0,3,4,5,62515
5986,932732557,932732558,932732560,932732567,932732576,932732577,932732568,932795098,932795098,932795101,932795105,932795110,1,2,7,16,1,-8,62530,0,3,4,5,62553
5989,932732762,932732764,932732774,932732780,932732790,932732803,932732787,932795026,932795026,932795029,932795034,932795038,2,10,6,16,13,-3,62239,0,3,5,4,62276
5990,932732832,932732834,932732837,932732845,932732855,932732856,932732847,932795264,932795264,932795267,932795271,932795274,2,3,8,18,1,-8,62417,0,3,4,3,62442
5991,932733121,932733122,932733125,932733134,932733144,932733158,932733135,932795170,932795170,932795173,932795177,932795181,1,3,9,19,14,-9,62035,0,3,4,4,62060
5993,932733259,932733261,932733274,932733278,932733287,932733302,932733286,932795340,932795340,932795343,932795347,932795351,2,13,4,13,15,-1,62054,0,3,4,4,62092
5994,932733508,932733510,932733513,932733521,932733531,932733531,932733522,932795635,932795635,932795638,932795642,932795646,2,3,8,18,0,-9,62113,0,3,4,4,62138
5995,932733588,932733589,932733592,932733600,932733608,932733609,932733601,932795716,932795716,932795720,932795725,932795729,1,3,8,16,1,-7,62115,0,4,5,4,62141
5996,932733662,932733663,932733666,932733674,932733683,932733683,932733675,932795491,932795491,932795494,932795498,932795503,1,3,8,17,0,-8,61816,0,3,4,5,61841
6000,932734066,932734067,932734070,932734076,932734085,932734086,932734078,932795560,932795560,932795563,932795567,932795571,1,3,6,15,1,-7,61482,0,3,4,4,61505
6002,932734180,932734181,932734184,932734190,932734200,932734201,932734191,932795790,932795790,932795793,932795797,932795801,1,3,6,16,1,-9,61599,0,3,4,4,61621
6023,932736439,932736443,932736445,932736450,932736459,932736459,932736451,932796148,932796148,932796151,932796155,932796160,4,2,5,14,0,-8,59697,0,3,4,5,59721
6024,932736544,932736545,932736548,932736557,932736566,932736567,932736558,932795864,932795864,932795867,932795871,932795875,1,3,9,18,1,-8,59306,0,3,4,4,59331
6180,942741067,942741073,942741075,942741087,942741099,942741100,942741089,942779383,942779383,942779386,942779390,942779394,6,2,12,24,1,-10,38294,0,3,4,4,38327
6181,942741068,942741074,942741101,942741106,942741112,942741137,942741121,942810595,942810595,942810598,942810603,942810607,6,27,5,11,25,9,69474,0,3,5,4,69539
6183,942741071,942741075,942741128,942741132,942741137,942741166,942741146,942810644,942810644,942810647,942810652,942810656,4,53,4,9,29,9,69498,0,3,5,4,69585
6184,942741071,942741075,942741138,942741143,942741148,942741167,942741146,942810751,942810751,942810754,942810758,942810763,4,63,5,10,19,-2,69605,0,3,4,5,69692
6185,942741528,942741533,942741536,942741543,942741551,942741551,942741544,942778773,942778773,942778776,942778780,942778785,5,3,7,15,0,-7,37229,0,3,4,5,37257
6186,942741528,942741534,942741553,942741557,942741561,942741592,942741571,942779458,942779458,942779461,942779465,942779470,6,19,4,8,31,10,37887,0,3,4,5,37942
6187,942741531,942741535,942741562,942741565,942741570,942741592,942741571,942779099,942779099,942779102,942779107,942779111,4,27,3,8,22,1,37528,0,3,5,4,37580
6188,942741531,942741535,942741571,942741574,942741579,942741592,942741600,942779172,942779172,942779175,942779179,942779183,4,36,3,8,13,21,37572,0,3,4,4,37652
6189,942741610,942741611,942741614,942741621,942741628,942741628,942741622,942779605,942779605,942779608,942779613,942779618,1,3,7,14,0,-6,37983,0,3,5,5,38008
6190,942741957,942741962,942741964,942741971,942741979,942741979,942741973,942779240,942779240,942779243,942779248,942779252,5,2,7,15,0,-6,37267,0,3,5,4,37295
6245,942747587,942747588,942747590,942747595,942747606,942747607,942747596,942810825,942810825,942810828,942810832,942810837,1,2,5,16,1,-10,63229,0,3,4,5,63250
6247,942747695,942747696,942747700,942747707,942747718,942747719,942747708,942811074,942811074,942811077,942811082,942811086,1,4,7,18,1,-10,63366,0,3,5,4,63391
6250,942748210,942748213,942748215,942748224,942748235,942748236,942748225,942810898,942810898,942810901,942810905,942810909,3,2,9,20,1,-10,62673,0,3,4,4,62699
6254,942748550,942748552,942748555,942748561,942748572,942748573,942748563,942811991,942811991,942811994,942811999,942812004,2,3,6,17,1,-9,63428,0,3,5,5,63454
6258,942748937,942748942,942748944,942748953,942748964,942748965,942748954,942812055,942812055,942812058,942812062,942812067,5,2,9,20,1,-10,63101,0,3,4,5,63130
6264,942749296,942749299,942749328,942749335,942749343,942749361,942749349,942812212,942812212,942812214,942812219,942812223,3,29,7,15,18,6,62863,0,2,5,4,62927
6265,942749297,942749300,942749344,942749349,942749356,942749383,942749349,942812132,942812132,942812135,942812139,942812143,3,44,5,12,27,-7,62783,0,3,4,4,62846
6268,942749743,942749746,942749749,942749756,942749766,942749767,942749757,942812288,942812288,942812291,942812295,942812299,3,3,7,17,1,-9,62531,0,3,4,4,62556
6276,942750504,942750509,942750511,942750516,942750526,942750527,942750516,942812356,942812356,942812359,942812363,942812368,5,2,5,15,1,-10,61840,0,3,4,5,61864
6277,942750504,942750510,942750528,942750532,942750540,942750562,942750546,942812644,942812644,942812647,942812651,942812655,6,18,4,12,22,6,62098,0,3,4,4,62151
6278,942750507,942750510,942750541,942750544,942750551,942750562,942750547,942812579,942812579,942812582,942812587,942812592,3,31,3,10,11,-4,62032,0,3,5,5,62085
6419,952754931,952754933,952754935,952754946,952754957,952754957,952754947,952789770,952789770,952789773,952789778,952789782,2,2,11,22,0,-10,34823,0,3,5,4,34851
6420,952755273,952755274,952755277,952755284,952755293,952755294,952755286,952829664,952829664,952829667,952829672,952829676,1,3,7,16,1,-7,74378,0,3,5,4,74403
6421,952755441,952755442,952755445,952755454,952755462,952755462,952755455,952829748,952829748,952829751,952829755,952829760,1,3,9,17,0,-7,74293,0,3,4,5,74319
6423,952755566,952755567,952755569,952755576,952755581,952755582,952755577,952829817,952829817,952829820,952829824,952829829,1,2,7,12,1,-4,74240,0,3,4,5,74263
6425,952755749,952755751,952755771,952755777,952755782,952755803,952755789,952830280,952830280,952830283,952830287,952830292,2,20,6,11,21,7,74491,0,3,4,5,74543
6426,952756057,952756059,952756062,952756069,952756076,952756077,952756070,952830418,952830418,952830421,952830425,952830429,2,3,7,14,1,-6,74348,0,3,4,4,74372
6427,952756058,952756060,952756078,952756082,952756087,952756092,952756101,952830351,952830351,952830354,952830358,952830363,2,18,4,9,5,14,74250,0,3,4,5,74305
6428,952756191,952756192,952756196,952756204,952756211,952756211,952756205,952830489,952830489,952830492,952830496,952830500,1,4,8,15,0,-6,74284,0,3,4,4,74309
6431,952756671,952756673,952756675,952756681,952756689,952756690,952756682,952831319,952831319,952831322,952831327,952831332,2,2,6,14,1,-7,74637,0,3,5,5,74661
6460,952759950,952759956,952759972,952759978,952759997,952760013,952759996,952831467,952831467,952831470,952831475,952831479,6,16,6,25,16,-1,71471,0,3,5,4,71529
6462,952760233,952760234,952760236,952760242,952760253,952760254,952760243,952831392,952831392,952831395,952831400,952831405,1,2,6,17,1,-10,71149,0,3,5,5,71172
6467,952760977,952760978,952760981,952760992,952761003,952761004,952760994,952831755,952831755,952831758,952831763,952831767,1,3,11,22,1,-9,70761,0,3,5,4,70790
6469,952761252,952761253,952761256,952761262,952761273,952761274,952761264,952832059,952832059,952832062,952832066,952832070,1,3,6,17,1,-9,70795,0,3,4,4,70818
6472,952761581,952761582,952761584,952761591,952761602,952761603,952761592,952832138,952832138,952832141,952832145,952832154,1,2,7,18,1,-10,70546,0,3,4,9,70573
6476,952762143,952762145,952762147,952762152,952762163,952762164,952762152,952831909,952831909,952831912,952831916,952831921,2,2,5,16,1,-11,69757,0,3,4,5,69778
6497,952764312,952764316,952764339,952764344,952764353,952764373,952764360,952831534,952831534,952831537,952831541,952831546,4,23,5,14,20,7,67174,0,3,4,5,67234
6515,952767191,952767192,952767194,952767199,952767210,952767210,952767200,952831838,952831838,952831841,952831845,952831850,1,2,5,16,0,-10,64638,0,3,4,5,64659
6516,952767383,952767384,952767387,952767395,952767406,952767407,952767396,952831681,952831681,952831684,952831689,952831693,1,3,8,19,1,-10,64285,0,3,5,4,64310
6518,952767622,952767624,952767647,952767653,952767662,952767678,952767665,952831987,952831987,952831991,952831996,952832000,2,23,6,15,16,3,64322,0,4,5,4,64378
6649,962771551,962771552,962771555,962771567,962771578,962771578,962771568,962808561,962808561,962808564,962808568,962808573,1,3,12,23,0,-10,36993,0,3,4,5,37022
6650,962771621,962771622,962771625,962771633,962771641,962771642,962771634,962839304,962839304,962839307,962839312,962839317,1,3,8,16,1,-7,67670,0,3,5,5,67696
6652,962772032,962772035,962772058,962772064,962772070,962772099,962772077,962839382,962839382,962839384,962839389,962839393,3,23,6,12,29,7,67305,0,2,5,4,67361
6653,962772032,962772036,962772071,962772075,962772080,962772099,962772077,962840237,962840237,962840240,962840245,962840249,4,35,4,9,19,-3,68160,0,3,5,4,68217
6654,962772216,962772217,962772220,962772228,962772235,962772236,962772230,962840743,962840743,962840746,962840751,962840755,1,3,8,15,1,-5,68513,0,3,5,4,68539
6655,962772216,962772219,962772237,962772241,962772245,962772252,962772257,962807834,962807834,962807837,962807842,962807846,3,18,4,8,7,12,35577,0,3,5,4,35630
6656,962772518,962772520,962772523,962772530,962772538,962772539,962772531,962841050,962841050,962841054,962841058,962841063,2,3,7,15,1,-7,68519,0,4,4,5,68545
6657,962772518,962772521,962772540,962772544,962772549,962772571,962772558,962839606,962839606,962839609,962839614,962839619,3,19,4,9,22,9,67048,0,3,5,5,67101
6682,962775060,962775065,962775068,962775072,962775080,962775081,962775073,962841363,962841363,962841366,962841371,962841376,5,3,4,12,1,-7,66290,0,3,5,5,66316
6686,962775063,962775068,962775100,962775106,962775116,962775137,962775112,962841419,962841419,962841421,962841426,962841431,5,32,6,16,21,-4,66307,0,2,5,5,66368
6698,962775990,962775998,962776022,962776026,962776036,962776054,962776041,962841712,962841712,962841715,962841720,962841725,8,24,4,14,18,5,65671,0,3,5,5,65735
6700,962775992,962775999,962776043,962776047,962776056,962776078,962776066,962841772,962841772,962841775,962841780,962841784,7,44,4,13,22,10,65706,0,3,5,4,65792
6710,962777202,962777205,962777207,962777213,962777223,962777224,962777214,962841837,962841837,962841840,962841844,962841849,3,2,6,16,1,-9,64623,0,3,4,5,64647
6718,962778018,962778020,962778022,962778029,962778039,962778040,962778030,962842019,962842019,962842022,962842027,962842031,2,2,7,17,1,-9,63989,0,3,5,4,64013
6721,962778331,962778335,962778347,962778352,962778362,962778375,962778360,962842078,962842078,962842081,962842085,962842091,4,12,5,15,13,-2,63718,0,3,4,6,63760
6724,962778333,962778337,962778375,962778379,962778387,962778412,962778380,962842203,962842203,962842206,962842210,962842214,4,38,4,12,25,-7,63823,0,3,4,4,63881
6727,962778555,962778558,962778587,962778594,962778602,962778621,962778607,962842453,962842453,962842456,962842460,962842465,3,29,7,15,19,5,63846,0,3,4,5,63910
6728,962779129,962779132,962779134,962779143,962779153,962779154,962779144,962842581,962842581,962842584,962842589,962842594,3,2,9,19,1,-9,63437,0,3,5,5,63465
6738,962779577,962779579,962779587,962779592,962779601,962779618,962779601,962842767,962842767,962842770,962842775,962842780,2,8,5,14,17,0,63166,0,3,5,5,63203
6739,962780043,962780047,962780049,962780058,962780069,962780070,962780059,962842882,962842882,962842885,962842890,962842894,4,2,9,20,1,-10,62823,0,3,5,4,62851
6744,962780230,962780233,962780255,962780261,962780269,962780284,962780273,962843129,962843129,962843132,962843137,962843142,3,22,6,14,15,4,62856,0,3,5,5,62912
6748,962780504,962780507,962780537,962780542,962780550,962780558,962780550,962843197,962843197,962843200,962843204,962843209,3,30,5,13,8,0,62647,0,3,4,5,62705
6916,972783607,972783608,972783611,972783624,972783635,972783636,972783625,972819499,972819499,972819502,972819507,972819511,1,3,13,24,1,-10,35874,0,3,5,4,35904
6918,972784009,972784012,972784014,972784022,972784030,972784031,972784023,972819590,972819590,972819593,972819597,972819601,3,2,8,16,1,-7,35567,0,3,4,4,35592
6919,972784010,972784013,972784031,972784035,972784041,972784047,972784053,972819677,972819677,972819680,972819684,972819689,3,18,4,10,6,12,35624,0,3,4,5,35679
6920,972784143,972784144,972784147,972784155,972784162,972784163,972784156,972850045,972850045,972850049,972850055,972850061,1,3,8,15,1,-6,65889,0,4,6,6,65918
6922,972784414,972784416,972784419,972784427,972784435,972784435,972784428,972850181,972850181,972850184,972850189,972850193,2,3,8,16,0,-7,65753,0,3,5,4,65779
6923,972784414,972784417,972784436,972784440,972784445,972784470,972784455,972850567,972850567,972850570,972850575,972850579,3,19,4,9,25,10,66112,0,3,5,4,66165
6924,972784415,972784418,972784446,972784450,972784454,972784470,972784455,972850653,972850653,972850656,972850660,972850665,3,28,4,8,16,1,66198,0,3,4,5,66250
6925,972784502,972784504,972784507,972784514,972784521,972784522,972784515,972850733,972850733,972850735,972850740,972850744,2,3,7,14,1,-6,66218,0,2,5,4,66242
6929,972784735,972784738,972784740,972784746,972784751,972784776,972784766,972850422,972850422,972850425,972850429,972850434,3,2,6,11,25,15,65656,0,3,4,5,65699
6930,972785125,972785132,972785134,972785142,972785150,972785151,972785144,972851000,972851000,972851004,972851009,972851014,7,2,8,16,1,-6,65856,0,4,5,5,65889
6933,972785129,972785134,972785175,972785179,972785184,972785216,972785199,972851077,972851077,972851080,972851084,972851088,5,41,4,9,32,15,65878,0,3,4,4,65959
6945,972785974,972785978,972786003,972786007,972786020,972786033,972786009,972851165,972851165,972851169,972851173,972851178,4,25,4,17,13,-11,65156,0,4,4,5,65204
6947,972786526,972786536,972786549,972786554,972786566,972786567,972786562,972851287,972851287,972851290,972851295,972851299,10,13,5,17,1,-4,64725,0,3,5,4,64773
6953,972786531,972786537,972786617,972786621,972786629,972786653,972786641,972851381,972851381,972851384,972851388,972851393,6,80,4,12,24,12,64740,0,3,4,5,64862
6955,972786635,972786637,972786641,972786647,972786657,972786675,972786665,972852681,972852681,972852684,972852689,972852693,2,4,6,16,18,8,66016,0,3,5,4,66058
6958,972787279,972787293,972787313,972787317,972787327,972787355,972787326,972852931,972852931,972852934,972852939,972852943,14,20,4,14,28,-1,65605,0,3,5,4,65664
6962,972787288,972787294,972787356,972787361,972787369,972787386,972787366,972853023,972853023,972853027,972853031,972853036,6,62,5,13,17,-3,65657,0,4,4,5,65748
6968,972787590,972787594,972787616,972787621,972787631,972787647,972787634,972852764,972852764,972852767,972852772,972852776,4,22,5,15,16,3,65130,0,3,5,4,65186
6978,972788907,972788912,972788914,972788920,972788931,972788932,972788921,972854136,972854136,972854139,972854144,972854149,5,2,6,17,1,-10,65215,0,3,5,5,65242
6992,972789962,972789974,972789976,972789980,972789995,972789996,972789981,972854836,972854836,972854839,972854844,972854849,12,2,4,19,1,-14,64855,0,3,5,5,64887
6994,972789972,972789976,972790003,972790006,972790014,972790035,972790018,972855620,972855620,972855623,972855628,972855632,4,27,3,11,21,4,65602,0,3,5,4,65660
7001,972790541,972790546,972790551,972790556,972790566,972790567,972790557,972854584,972854584,972854587,972854592,972854597,5,5,5,15,1,-9,64027,0,3,5,5,64056
7003,972790544,972790548,972790585,972790590,972790598,972790630,972790608,972855183,972855183,972855186,972855191,972855196,4,37,5,13,32,10,64575,0,3,5,5,64652
7008,972791179,972791182,972791212,972791219,972791227,972791246,972791226,972882807,972882807,972882810,972882815,972882820,3,30,7,15,19,-1,91581,0,3,5,5,91641
7009,972791179,972791183,972791229,972791234,972791242,972791269,972791236,972855708,972855708,972855711,972855715,972855720,4,46,5,13,27,-6,64472,0,3,4,5,64541
7010,972791179,972791183,972791243,972791247,972791254,972791270,972791258,972882556,972882556,972882560,972882565,972882569,4,60,4,11,16,4,91298,0,4,5,4,91390
7011,972791179,972791183,972791255,972791258,972791265,972791270,972791280,972855790,972855790,972855793,972855797,972855802,4,72,3,10,5,15,64510,0,3,4,5,64623
7014,972791368,972791371,972791393,972791400,972791407,972791423,972791412,972883247,972883247,972883250,972883255,972883259,3,22,7,14,16,5,91835,0,3,5,4,91891
7015,972791368,972791372,972791408,972791413,972791419,972791448,972791431,972883343,972883343,972883346,972883350,972883354,4,36,5,11,29,12,91912,0,3,4,4,91986
7169,982793587,982793590,982793607,982793618,982793626,982793650,982793635,982862566,982862566,982862569,982862573,982862578,3,17,11,19,24,9,68931,0,3,4,5,68991
7170,982793661,982793663,982793666,982793674,982793682,982793683,982793675,982830560,982830560,982830563,982830568,982830573,2,3,8,16,1,-7,36885,0,3,5,5,36912
7171,982793661,982793664,982793684,982793688,982793693,982793715,982793702,982862632,982862632,982862635,982862639,982862643,3,20,4,9,22,9,68930,0,3,4,4,68982
7172,982793941,982793942,982793945,982793953,982793961,982793962,982793954,982862715,982862715,982862718,982862722,982862727,1,3,8,16,1,-7,68761,0,3,4,5,68786
7173,982793941,982793944,982793963,982793966,982793971,982793977,982793982,982861871,982861871,982861875,982861881,982861887,3,19,3,8,6,11,67889,0,4,6,6,67946
7174,982794128,982794129,982794132,982794140,982794147,982794148,982794141,982861954,982861954,982861957,982861962,982861967,1,3,8,15,1,-6,67813,0,3,5,5,67839
7175,982794128,982794131,982794149,982794152,982794157,982794163,982794168,982830989,982830989,982830992,982830997,982831001,3,18,3,8,6,11,36821,0,3,5,4,36873
7176,982794253,982794255,982794258,982794265,982794272,982794272,982794266,982831130,982831130,982831133,982831137,982831142,2,3,7,14,0,-6,36864,0,3,4,5,36889
7179,982794417,982794421,982794440,982794447,982794452,982794477,982794458,982862793,982862793,982862795,982862800,982862804,4,19,7,12,25,6,68335,0,2,5,4,68387
7181,982794633,982794634,982794637,982794644,982794652,982794652,982794645,982862213,982862213,982862216,982862221,982862226,1,3,7,15,0,-7,67568,0,3,5,5,67593
7185,982795091,982795092,982795094,982795102,982795114,982795115,982795103,982863137,982863137,982863140,982863145,982863149,1,2,8,20,1,-11,68034,0,3,5,4,68058
7187,982795095,982795096,982795124,982795128,982795134,982795155,982795141,982863223,982863223,982863225,982863230,982863234,1,28,4,10,21,7,68082,0,2,5,4,68139
7189,982795265,982795266,982795269,982795276,982795284,982795285,982795277,982861873,982861873,982861882,982861885,982861891,1,3,7,15,1,-7,66596,0,9,3,6,66626
7194,982795498,982795502,982795539,982795543,982795552,982795576,982795558,982863400,982863400,982863403,982863407,982863412,4,37,4,13,24,6,67842,0,3,4,5,67914
7195,982795647,982795648,982795652,982795659,982795666,982795667,982795660,982863566,982863566,982863569,982863574,982863579,1,4,7,14,1,-6,67906,0,3,5,5,67932
7196,982795647,982795650,982795668,982795672,982795677,982795704,982795686,982863312,982863312,982863315,982863319,982863324,3,18,4,9,27,9,67626,0,3,4,5,67677
7199,982796210,982796216,982796235,982796240,982796246,982796268,982796255,982863726,982863726,982863729,982863734,982863739,6,19,5,11,22,9,67471,0,3,5,5,67529
7207,982797117,982797121,982797135,982797140,982797152,982797174,982797144,982863983,982863983,982863989,982863994,982863998,4,14,5,17,22,-8,66839,0,6,5,4,66881
7210,982797117,982797121,982797165,982797169,982797176,982797197,982797184,982864148,982864148,982864151,982864156,982864160,4,44,4,11,21,8,66964,0,3,5,4,67043
7221,982798195,982798196,982798255,982798260,982798268,982798292,982798277,982864324,982864324,982864327,982864332,982864336,1,59,5,13,24,9,66047,0,3,5,4,66141
7222,982798509,982798511,982798514,982798522,982798533,982798535,982798523,982864489,982864489,982864492,982864497,982864501,2,3,8,19,2,-10,65966,0,3,5,4,65992
7224,982798509,982798513,982798551,982798557,982798564,982798591,982798574,982864411,982864411,982864414,982864418,982864423,4,38,6,13,27,10,65837,0,3,4,5,65914
7227,982799494,982799498,982799533,982799539,982799548,982799576,982799540,982864664,982864664,982864667,982864672,982864676,4,35,6,15,28,-8,65124,0,3,5,4,65182
7230,982799495,982799499,982799564,982799568,982799575,982799600,982799584,982864745,982864745,982864748,982864752,982864756,4,65,4,11,25,9,65161,0,3,4,4,65261
7239,982800019,982800023,982800051,982800055,982800067,982800086,982800072,982865265,982865265,982865268,982865273,982865277,4,28,4,16,19,5,65193,0,3,5,4,65258
7240,982800019,982800023,982800068,982800073,982800081,982800109,982800095,982865390,982865390,982865393,982865397,982865402,4,45,5,13,28,14,65295,0,3,4,5,65383
7241,982800068,982800069,982800082,982800086,982800093,982800109,982800095,982865559,982865559,982865562,982865566,982865571,1,13,4,11,16,2,65464,0,3,4,5,65503
7242,982801572,982801592,982801593,982801602,982801613,982801614,982801603,982865647,982865647,982865650,982865655,982865660,20,1,9,20,1,-10,64044,0,3,5,5,64088
7243,982801572,982801592,982801615,982801620,982801628,982801637,982801653,982865725,982865725,982865728,982865732,982865737,20,23,5,13,9,25,64072,0,3,4,5,64165
7245,982801574,982801592,982801636,982801640,982801647,982801666,982801653,982865815,982865815,982865818,982865823,982865827,18,44,4,11,19,6,64162,0,3,5,4,64253
7246,982801577,982801592,982801648,982801652,982801658,982801666,982801653,982896937,982896937,982896940,982896945,982896950,15,56,4,10,8,-5,95284,0,3,5,5,95373
7247,982801577,982801592,982801659,982801663,982801668,982801697,982801675,982894865,982894865,982894868,982894874,982894878,15,67,4,9,29,7,93190,0,3,6,4,93301
7248,982801581,982801592,982801669,982801673,982801679,982801697,982801678,982897106,982897106,982897110,982897114,982897119,11,77,4,10,18,-1,95428,0,4,4,5,95538
7249,982801582,982801593,982801680,982801685,982801691,982801697,982801723,982894705,982894705,982894708,982894713,982894718,11,87,5,11,6,32,92982,0,3,5,5,93136
7252,982801583,982801593,982801702,982801705,982801711,982801734,982801724,982897381,982897381,982897384,982897389,982897393,10,109,3,9,23,13,95657,0,3,5,4,95810
7253,982801585,982801593,982801712,982801716,982801722,982801734,982801724,982897880,982897880,982897883,982897888,982897892,8,119,4,10,12,2,96156,0,3,5,4,96307
7254,982801587,982801593,982801723,982801727,982801733,982801734,982801751,982897190,982897190,982897193,982897197,982897202,6,130,4,10,1,18,95439,0,3,4,5,95615
7255,982801645,982801652,982801739,982801742,982801749,982801760,982801752,982899185,982899185,982899188,982899193,982899198,7,87,3,10,11,3,97433,0,3,5,5,97553
7256,982803074,982803081,982803083,982803093,982803105,982803106,982803094,982900795,982900795,982900798,982900802,982900807,7,2,10,22,1,-11,97701,0,3,4,5,97733
7257,982803077,982803082,982803107,982803112,982803119,982803143,982803128,982899273,982899273,982899276,982899281,982899286,5,25,5,12,24,9,96145,0,3,5,5,96209
7258,982803078,982803082,982803120,982803125,982803131,982803143,982803129,982895367,982895367,982895370,982895375,982895379,4,38,5,11,12,-2,92238,0,3,5,4,92301
7259,982803078,982803083,982803132,982803136,982803142,982803170,982803154,982898174,982898174,982898177,982898182,982898186,5,49,4,10,28,12,95020,0,3,5,4,95108
7260,982803078,982803083,982803144,982803148,982803154,982803170,982803154,982895495,982895495,982895497,982895502,982895507,5,61,4,10,16,0,92341,0,2,5,5,92429
7261,982803078,982803083,982803155,982803159,982803165,982803203,982803178,982896766,982896766,982896769,982896774,982896778,5,72,4,10,38,13,93588,0,3,5,4,93700
7262,982803085,982803086,982803166,982803170,982803176,982803203,982803178,982898243,982898243,982898247,982898252,982898256,1,80,4,10,27,2,95065,0,4,5,4,95171
7263,982803085,982803086,982803177,982803181,982803187,982803203,982803215,982898518,982898518,982898521,982898526,982898530,1,91,4,10,16,28,95303,0,3,5,4,95445
7425,992804449,992804450,992804454,992804467,992804477,992804477,992804468,992870901,992870901,992870904,992870909,992870913,1,4,13,23,0,-9,66433,0,3,5,4,66464
7426,992804449,992804452,992804478,992804483,992804488,992804507,992804496,992870623,992870623,992870626,992870630,992870635,3,26,5,10,19,8,66127,0,3,4,5,66186
7427,992804611,992804612,992804615,992804623,992804630,992804631,992804624,992841249,992841249,992841253,992841259,992841265,1,3,8,15,1,-6,36625,0,4,6,6,36654
7431,992805049,992805052,992805075,992805080,992805092,992805108,992805089,992871393,992871393,992871396,992871400,992871411,3,23,5,17,16,-3,66304,0,3,4,11,66362
7432,992805384,992805386,992805389,992805398,992805411,992805412,992805399,992870953,992870953,992870956,992870960,992870965,2,3,9,22,1,-12,65554,0,3,4,5,65581
7434,992805562,992805563,992805566,992805575,992805586,992805587,992805576,992871268,992871268,992871271,992871276,992871281,1,3,9,20,1,-10,65692,0,3,5,5,65719
7435,992805562,992805564,992805588,992805592,992805597,992805623,992805610,992872585,992872585,992872588,992872593,992872598,2,24,4,9,26,13,66975,0,3,5,5,67036
7438,992805836,992805839,992805857,992805862,992805868,992805892,992805875,992872757,992872757,992872760,992872765,992872770,3,18,5,11,24,7,66882,0,3,5,5,66934
7439,992805836,992805839,992805869,992805873,992805878,992805892,992805875,992873878,992873878,992873881,992873886,992873890,3,30,4,9,14,-3,68003,0,3,5,4,68054
7440,992806062,992806064,992806067,992806075,992806082,992806083,992806076,992841252,992841252,992841277,992841280,992841293,2,3,8,15,1,-6,35176,0,25,3,13,35231
7445,992806409,992806412,992806439,992806444,992806449,992806478,992806455,992875168,992875168,992875171,992875175,992875180,3,27,5,10,29,6,68713,0,3,4,5,68771
7446,992806409,992806413,992806450,992806454,992806458,992806478,992806455,992875341,992875341,992875344,992875349,992875353,4,37,4,8,20,-3,68886,0,3,5,4,68944
7448,992806561,992806563,992806582,992806587,992806592,992806613,992806600,992875698,992875698,992875702,992875706,992875711,2,19,5,10,21,8,69098,0,4,4,5,69150
7449,992806861,992806863,992806866,992806873,992806880,992806881,992806874,992874753,992874753,992874756,992874761,992874766,2,3,7,14,1,-6,67879,0,3,5,5,67905
7450,992806861,992806864,992806882,992806886,992806891,992806915,992806900,992874833,992874833,992874836,992874841,992874845,3,18,4,9,24,9,67933,0,3,5,4,67984
7451,992806861,992806865,992806892,992806895,992806899,992806915,992806900,992874912,992874912,992874915,992874919,992874924,4,27,3,7,16,1,68012,0,3,4,5,68063
7452,992806924,992806927,992806931,992806939,992806946,992806946,992806940,992875005,992875005,992875008,992875013,992875017,3,4,8,15,0,-6,68065,0,3,5,4,68093
7458,992807298,992807299,992807302,992807307,992807314,992807315,992807308,992875443,992875443,992875446,992875450,992875454,1,3,5,12,1,-6,68135,0,3,4,4,68156
7459,992807298,992807300,992807315,992807319,992807324,992807330,992807335,992875784,992875784,992875787,992875792,992875796,2,15,4,9,6,11,68449,0,3,5,4,68498
7460,992807943,992807948,992807951,992807958,992807966,992807967,992807959,992875618,992875618,992875621,992875625,992875630,5,3,7,15,1,-7,67659,0,3,4,5,67687
7463,992807946,992807950,992807995,992808000,992808010,992808036,992808020,992876217,992876217,992876220,992876225,992876230,4,45,5,15,26,10,68197,0,3,5,5,68284
7465,992807946,992807951,992808025,992808030,992808037,992808062,992808048,992876490,992876490,992876493,992876497,992876501,5,74,5,12,25,11,68442,0,3,4,4,68555
7466,992807952,992807953,992808038,992808041,992808046,992808062,992808049,992876402,992876402,992876405,992876410,992876415,1,85,3,8,16,3,68353,0,3,5,5,68463
7470,992808367,992808374,992808387,992808390,992808398,992808422,992808400,992876134,992876134,992876137,992876141,992876146,7,13,3,11,24,2,67734,0,3,4,5,67779
