,TradingDay,NodeID,ExchangeKernel,count,mean,std,min,percent50,percent90,percent99,max
0,2020-05-14,2,SSEkernel,35.0,200112.57,54591.33,105020.0,199289.0,264058.8,331871.1,363503.0
1,2020-05-14,2,SZSEkernel,3598.0,3048.52,486.18,2079.0,3192.0,3500.0,3777.45,14155.0
2,2020-05-14,3,SSEkernel,58736.0,117112.94,27880.24,33228.0,114452.5,153003.5,199799.95,481719.0
3,2020-05-14,3,SZSEkernel,445.0,59167.38,17331.93,34177.0,64659.0,70806.8,97517.8,98280.0
