index,req,ts,engine,cmdtr,tr,rsp,send,recv,rts,rengine,rtr,accep,rtt1,rtt2,rtt3,rtt4,rtt5,rtt6,rtt7,rtt8,rtt9,rtt10,rtt11,rtt
1012,936387815,936387816,936387818,936387821,936387825,936387835,936387827,936390168,0,936390172,936390174,936390179,1,2,3,7,10,2,2341,-936390168,936390172,2,5,2364
1013,936396334,936396335,936396337,936396340,936396344,936396353,936396346,936399011,0,936399013,936399015,936399020,1,2,3,7,9,2,2665,-936399011,936399013,2,5,2686
1014,936400473,936400474,936400476,936400479,936400483,936400492,936400485,936403746,0,936403749,936403751,936403756,1,2,3,7,9,2,3261,-936403746,936403749,2,5,3283
1015,936553131,936553132,936553134,936553137,936553141,936553152,936553144,936556310,0,936556313,936556317,936556322,1,2,3,7,11,3,3166,-936556310,936556313,4,5,3191
1016,937977046,937977047,937977049,937977058,937977070,937977072,937977066,937980194,0,937980197,937980200,937980204,1,2,9,21,2,-4,3128,-937980194,937980197,3,4,3158
1017,937977133,937977133,937977135,937977141,937977148,937977149,937977146,937980315,0,937980317,937980319,937980324,0,2,6,13,1,-2,3169,-937980315,937980317,2,5,3191
1018,937978165,937978166,937978168,937978174,937978183,937978184,937978180,937981257,0,937981259,937981261,937981265,1,2,6,15,1,-3,3077,-937981257,937981259,2,4,3100
1019,937978237,937978238,937978240,937978245,937978251,937978253,937978250,937981299,0,937981301,937981303,937981307,1,2,5,11,2,-1,3049,-937981299,937981301,2,4,3070
1020,938414532,938414536,938414538,938414546,938414553,938414561,938414553,938416936,0,938416939,938416941,938416946,4,2,8,15,8,0,2383,-938416936,938416939,2,5,2414
1021,939178760,939178761,939178763,939178771,939178778,939178790,939178780,939181245,0,939181248,939181251,939181256,1,2,8,15,12,2,2465,-939181245,939181248,3,5,2496
1022,939204940,939204941,939204943,939204949,939204954,939204965,939204955,939208169,0,939208171,939208174,939208178,1,2,6,11,11,1,3214,-939208169,939208171,3,4,3238
1023,939712055,939712057,939712059,939712063,939712069,939712086,939712070,939714741,0,939714744,939714747,939714751,2,2,4,10,17,1,2671,-939714741,939714744,3,4,2696
1024,940826525,940826527,940826529,940826536,940826544,940826556,940826543,940829836,0,940829838,940829841,940829846,2,2,7,15,12,-1,3293,-940829836,940829838,3,5,3321
1025,940826545,940826546,940826551,940826554,940826560,940826579,940826568,940830023,0,940830025,940830027,940830035,1,5,3,9,19,8,3455,-940830023,940830025,2,8,3490
1026,942660085,942660087,942660089,942660096,942660102,942660114,942660104,942662556,0,942662559,942662562,942662567,2,2,7,13,12,2,2452,-942662556,942662559,3,5,2482
1027,942660118,942660119,942660121,942660124,942660128,942660143,942660131,942662710,0,942662713,942662714,942662720,1,2,3,7,15,3,2579,-942662710,942662713,1,6,2602
1028,942811466,942811468,942811469,942811477,942811486,942811496,942811485,942814602,0,942814604,942814607,942814612,2,1,8,17,10,-1,3117,-942814602,942814604,3,5,3146
1029,942815377,942815378,942815380,942815384,942815390,942815399,942815390,942818529,0,942818532,942818534,942818539,1,2,4,10,9,0,3139,-942818529,942818532,2,5,3162
1030,943133054,943133055,943133057,943133063,943133069,943133070,943133069,943135450,0,943135453,943135456,943135461,1,2,6,12,1,0,2381,-943135450,943135453,3,5,2407
1031,943392092,943392093,943392095,943392102,943392110,943392121,943392112,943395360,0,943395363,943395367,943395371,1,2,7,15,11,2,3248,-943395360,943395363,4,4,3279
1032,943891030,943891031,943891033,943891038,943891046,943891056,943891046,943894059,0,943894063,943894066,943894070,1,2,5,13,10,0,3013,-943894059,943894063,3,4,3040
1033,943899797,943899798,943899800,943899804,943899810,943899818,943899811,943903124,0,943903127,943903129,943903134,1,2,4,10,8,1,3313,-943903124,943903127,2,5,3337
1034,944291211,944291213,944291215,944291220,944291227,944291240,944291227,944294445,0,944294448,944294451,944294455,2,2,5,12,13,0,3218,-944294445,944294448,3,4,3244
1035,944349063,944349064,944349066,944349070,944349077,944349079,944349078,944352554,0,944352557,944352559,944352564,1,2,4,11,2,1,3476,-944352554,944352557,2,5,3501
1036,944362057,944362058,944362060,944362064,944362070,944362079,944362071,944365223,0,944365225,944365228,944365232,1,2,4,10,9,1,3152,-944365223,944365225,3,4,3175
1037,944387935,944387936,944387938,944387945,944387952,944387962,944387952,944391303,0,944391308,944391311,944391318,1,2,7,14,10,0,3351,-944391303,944391308,3,7,3383
1038,944388032,944388033,944388035,944388039,944388045,944388055,944388044,944391166,0,944391168,944391170,944391174,1,2,4,10,10,-1,3122,-944391166,944391168,2,4,3142
1039,944388141,944388141,944388143,944388147,944388154,944388161,944388152,944391053,0,944391056,944391059,944391063,0,2,4,11,7,-2,2901,-944391053,944391056,3,4,2922
1040,944388196,944388197,944388198,944388202,944388208,944388216,944388207,944391448,0,944391454,944391456,944391462,1,1,4,10,8,-1,3241,-944391448,944391454,2,6,3266
1041,944392037,944392038,944392040,944392044,944392050,944392059,944392050,944395260,0,944395265,944395268,944395274,1,2,4,10,9,0,3210,-944395260,944395265,3,6,3237
1042,944392077,944392077,944392079,944392082,944392088,944392096,944392087,944395168,0,944395170,944395173,944395177,0,2,3,9,8,-1,3081,-944395168,944395170,3,4,3100
1043,944395601,944395601,944395603,944395607,944395613,944395622,944395613,944398890,0,944398893,944398895,944398902,0,2,4,10,9,0,3277,-944398890,944398893,2,7,3301
1044,944406646,944406647,944406649,944406654,944406662,944406673,944406661,944410328,0,944410330,944410332,944410337,1,2,5,13,11,-1,3667,-944410328,944410330,2,5,3691
1045,944406803,944406804,944406806,944406809,944406815,944406824,944406815,944410027,0,944410030,944410033,944410037,1,2,3,9,9,0,3212,-944410027,944410030,3,4,3234
1046,944411818,944411819,944411821,944411825,944411832,944411841,944411833,944414932,0,944414935,944414938,944414943,1,2,4,11,9,1,3099,-944414932,944414935,3,5,3125
1047,944430637,944430638,944430640,944430644,944430650,944430657,944430651,944434109,0,944434111,944434114,944434117,1,2,4,10,7,1,3458,-944434109,944434111,3,3,3480
1048,944430644,944430645,944430656,944430658,944430662,944430683,944430669,944434265,0,944434267,944434269,944434277,1,11,2,6,21,7,3596,-944434265,944434267,2,8,3633
1049,944460284,944460285,944460287,944460291,944460297,944460308,944460299,944463661,0,944463664,944463666,944463671,1,2,4,10,11,2,3362,-944463661,944463664,2,5,3387
1050,944460422,944460422,944460424,944460427,944460431,944460440,944460432,944463835,0,944463837,944463839,944463847,0,2,3,7,9,1,3403,-944463835,944463837,2,8,3425
1051,944481641,944481642,944481644,944481648,944481655,944481667,944481655,944484836,0,944484839,944484841,944484846,1,2,4,11,12,0,3181,-944484836,944484839,2,5,3205
1052,944486746,944486747,944486749,944486753,944486760,944486769,944486759,944495227,0,944495230,944495232,944495237,1,2,4,11,9,-1,8468,-944495227,944495230,2,5,8491
1053,944608002,944608003,944608005,944608010,944608019,944608028,944608017,944611281,0,944611285,944611288,944611293,1,2,5,14,9,-2,3264,-944611281,944611285,3,5,3291
1054,944616279,944616280,944616282,944616286,944616292,944616299,944616292,944619517,0,944619521,944619525,944619529,1,2,4,10,7,0,3225,-944619517,944619521,4,4,3250
1055,944635009,944635012,944635013,944635016,944635022,944635029,944635022,944638173,0,944638177,944638180,944638183,3,1,3,9,7,0,3151,-944638173,944638177,3,3,3174
1056,944651471,944651472,944651474,944651478,944651485,944651485,944651484,944654643,0,944654646,944654649,944654654,1,2,4,11,0,-1,3159,-944654643,944654646,3,5,3183
1057,944695741,944695742,944695744,944695748,944695755,944695764,944695756,944698941,0,944698944,944698948,944698952,1,2,4,11,9,1,3185,-944698941,944698944,4,4,3211
1058,944758705,944758706,944758708,944758712,944758718,944758726,944758718,944762073,0,944762077,944762081,944762085,1,2,4,10,8,0,3355,-944762073,944762077,4,4,3380
1059,944794831,944794832,944794834,944794838,944794843,944794852,944794845,944797952,0,944797957,944797959,944797964,1,2,4,9,9,2,3107,-944797952,944797957,2,5,3133
1060,944862334,944862335,944862337,944862340,944862346,944862356,944862348,944865463,0,944865466,944865468,944865473,1,2,3,9,10,2,3115,-944865463,944865466,2,5,3139
1061,945379050,945379051,945379053,945379058,945379064,945379065,945379064,945382363,0,945382366,945382368,945382373,1,2,5,11,1,0,3299,-945382363,945382366,2,5,3323
1062,945412667,945412668,945412670,945412674,945412681,945412690,945412681,945415885,0,945415889,945415892,945415896,1,2,4,11,9,0,3204,-945415885,945415889,3,4,3229
1063,945416356,945416357,945416359,945416362,945416367,945416376,945416367,945419560,0,945419563,945419565,945419570,1,2,3,8,9,0,3193,-945419560,945419563,2,5,3214
1064,945419971,945419972,945419974,945419977,945419982,945419990,945419983,945423146,0,945423148,945423151,945423155,1,2,3,8,8,1,3163,-945423146,945423148,3,4,3184
1065,945421179,945421180,945421182,945421185,945421190,945421198,945421190,945424387,0,945424391,945424393,945424398,1,2,3,8,8,0,3197,-945424387,945424391,2,5,3219
1066,945423476,945423477,945423479,945423482,945423487,945423494,945423487,945426633,0,945426635,945426638,945426642,1,2,3,8,7,0,3146,-945426633,945426635,3,4,3166
1067,945510690,945510691,945510693,945510698,945510706,945510712,945510704,945513917,0,945513921,945513923,945513927,1,2,5,13,6,-2,3213,-945513917,945513921,2,4,3237
1068,945562855,945562856,945562858,945562862,945562868,945562879,945562870,945566260,0,945566262,945566264,945566269,1,2,4,10,11,2,3390,-945566260,945566262,2,5,3414
1069,945764340,945764341,945764343,945764349,945764358,945764368,945764358,945767698,0,945767701,945767703,945767708,1,2,6,15,10,0,3340,-945767698,945767701,2,5,3368
1070,945894848,945894849,945894851,945894857,945894865,945894874,945894864,945898397,0,945898399,945898403,945898408,1,2,6,14,9,-1,3533,-945898397,945898399,4,5,3560
1071,945910125,945910126,945910128,945910133,945910140,945910149,945910139,945913386,0,945913389,945913392,945913396,1,2,5,12,9,-1,3247,-945913386,945913389,3,4,3271
1072,945910219,945910220,945910222,945910225,945910230,945910238,945910229,945913444,0,945913446,945913448,945913453,1,2,3,8,8,-1,3215,-945913444,945913446,2,5,3234
1073,945910309,945910310,945910312,945910316,945910323,945910330,945910322,945913602,0,945913604,945913607,945913611,1,2,4,11,7,-1,3280,-945913602,945913604,3,4,3302
1074,945914406,945914407,945914408,945914412,945914418,945914426,945914419,945917717,0,945917720,945917723,945917727,1,1,4,10,8,1,3298,-945917717,945917720,3,4,3321
1075,945922684,945922685,945922687,945922690,945922695,945922696,945922695,945925900,0,945925902,945925905,945925910,1,2,3,8,1,0,3205,-945925900,945925902,3,5,3226
1076,945978625,945978626,945978628,945978631,945978638,945978639,945978638,945982119,0,945982122,945982126,945982130,1,2,3,10,1,0,3481,-945982119,945982122,4,4,3505
1077,946036822,946036822,946036824,946036828,946036834,946036843,946036835,946040070,0,946040073,946040076,946040080,0,2,4,10,9,1,3235,-946040070,946040073,3,4,3258
1078,946327211,946327212,946327214,946327219,946327225,946327233,946327226,946330433,0,946330435,946330438,946330443,1,2,5,11,8,1,3207,-946330433,946330435,3,5,3232
1079,946354323,946354324,946354326,946354330,946354336,946354343,946354337,946356763,0,946356765,946356768,946356773,1,2,4,10,7,1,2426,-946356763,946356765,3,5,2450
1080,946406182,946406182,946406184,946406188,946406195,946406195,946406194,946409458,0,946409462,946409464,946409469,0,2,4,11,0,-1,3264,-946409458,946409462,2,5,3287
1081,946406299,946406300,946406302,946406305,946406311,946406319,946406312,946409517,0,946409519,946409522,946409526,1,2,3,9,8,1,3205,-946409517,946409519,3,4,3227
1082,946430595,946430596,946430598,946430603,946430609,946430618,946430610,946433844,0,946433846,946433850,946433854,1,2,5,11,9,1,3234,-946433844,946433846,4,4,3259
1083,946434799,946434800,946434802,946434805,946434811,946434819,946434811,946438019,0,946438023,946438025,946438030,1,2,3,9,8,0,3208,-946438019,946438023,2,5,3231
1084,946507126,946507127,946507129,946507134,946507140,946507148,946507140,946510389,0,946510392,946510396,946510401,1,2,5,11,8,0,3249,-946510389,946510392,4,5,3275
1085,946841853,946841854,946841856,946841862,946841871,946841880,946841869,946845155,0,946845158,946845161,946845165,1,2,6,15,9,-2,3286,-946845155,946845158,3,4,3312
1086,946858439,946858440,946858442,946858447,946858454,946858455,946858454,946861775,0,946861778,946861781,946861785,1,2,5,12,1,0,3321,-946861775,946861778,3,4,3346
1087,946892003,946892004,946892006,946892010,946892016,946892024,946892016,946895366,0,946895369,946895371,946895376,1,2,4,10,8,0,3350,-946895366,946895369,2,5,3373
1088,946903009,946903010,946903012,946903017,946903023,946903031,946903023,946906551,0,946906553,946906556,946906560,1,2,5,11,8,0,3528,-946906551,946906553,3,4,3551
1089,946904539,946904540,946904542,946904545,946904551,946904559,946904552,946907687,0,946907689,946907693,946907697,1,2,3,9,8,1,3135,-946907687,946907689,4,4,3158
1090,946921232,946921233,946921235,946921238,946921244,946921253,946921245,946924397,0,946924400,946924403,946924407,1,2,3,9,9,1,3152,-946924397,946924400,3,4,3175
1091,946996871,946996872,946996874,946996879,946996885,946996894,946996886,947000093,0,947000095,947000098,947000103,1,2,5,11,9,1,3207,-947000093,947000095,3,5,3232
1092,947172134,947172135,947172137,947172142,947172150,947172159,947172149,947175362,0,947175364,947175368,947175376,1,2,5,13,9,-1,3213,-947175362,947175364,4,8,3242
1093,947536974,947536977,947536979,947536985,947536994,947536995,947536992,947540148,0,947540151,947540153,947540158,3,2,6,15,1,-2,3156,-947540148,947540151,2,5,3184
1094,947549737,947549738,947549740,947549744,947549750,947549760,947549751,947552853,0,947552855,947552857,947552862,1,2,4,10,10,1,3102,-947552853,947552855,2,5,3125
1095,947570431,947570432,947570433,947570439,947570446,947570453,947570445,947573749,0,947573751,947573753,947573757,1,1,6,13,7,-1,3304,-947573749,947573751,2,4,3326
1096,948110688,948110689,948110692,948110697,948110707,948110708,948110705,948113737,0,948113740,948113743,948113748,1,3,5,15,1,-2,3032,-948113737,948113740,3,5,3060
1097,948114062,948114063,948114064,948114068,948114074,948114081,948114074,948117204,0,948117208,948117210,948117215,1,1,4,10,7,0,3130,-948117204,948117208,2,5,3153
1098,948330069,948330070,948330072,948330075,948330082,948330093,948330085,948333463,0,948333465,948333468,948333472,1,2,3,10,11,3,3378,-948333463,948333465,3,4,3403
1099,948364808,948364809,948364811,948364816,948364823,948364832,948364823,948368350,0,948368352,948368354,948368359,1,2,5,12,9,0,3527,-948368350,948368352,2,5,3551
1100,948418840,948418841,948418843,948418846,948418852,948418861,948418853,948422219,0,948422222,948422225,948422229,1,2,3,9,9,1,3366,-948422219,948422222,3,4,3389
1101,949144854,949144855,949144857,949144863,949144871,949144879,949144869,949148449,0,949148452,949148455,949148459,1,2,6,14,8,-2,3580,-949148449,949148452,3,4,3605
1102,952298337,952298338,952298340,952298349,952298360,952298371,952298360,952301722,0,952301725,952301728,952301733,1,2,9,20,11,0,3362,-952301722,952301725,3,5,3396
1103,953437358,953437359,953437361,953437370,953437381,953437382,953437378,953440410,0,953440413,953440416,953440421,1,2,9,20,1,-3,3032,-953440410,953440413,3,5,3063
1104,953437505,953437506,953437509,953437514,953437521,953437533,953437521,953440544,0,953440547,953440549,953440554,1,3,5,12,12,0,3023,-953440544,953440547,2,5,3049
1105,953438472,953438473,953438475,953438481,953438489,953438490,953438488,953441558,0,953441561,953441563,953441568,1,2,6,14,1,-1,3070,-953441558,953441561,2,5,3096
1106,953438627,953438628,953438630,953438635,953438642,953438652,953438641,953441708,0,953441713,953441715,953441722,1,2,5,12,10,-1,3067,-953441708,953441713,2,7,3095
1107,953439354,953439355,953439357,953439362,953439368,953439369,953439369,953442493,0,953442495,953442497,953442505,1,2,5,11,1,1,3124,-953442493,953442495,2,8,3151
1108,956051046,956051050,956051052,956051064,956051077,956051079,956051073,956054268,0,956054271,956054274,956054279,4,2,12,25,2,-4,3195,-956054268,956054271,3,5,3233
1109,956267037,956267040,956267042,956267048,956267056,956267064,956267057,956270349,0,956270352,956270355,956270359,3,2,6,14,8,1,3292,-956270349,956270352,3,4,3322
1110,956363030,956363031,956363033,956363039,956363046,956363052,956363046,956365628,0,956365631,956365634,956365638,1,2,6,13,6,0,2582,-956365628,956365631,3,4,2608
1111,956588513,956588514,956588516,956588521,956588529,956588539,956588528,956591829,0,956591831,956591834,956591839,1,2,5,13,10,-1,3301,-956591829,956591831,3,5,3326
1112,958554800,958554804,958554806,958554812,958554819,958554832,958554821,958557285,0,958557288,958557290,958557294,4,2,6,13,13,2,2464,-958557285,958557288,2,4,2494
1113,958554813,958554814,958554826,958554829,958554833,958554855,958554844,958557450,0,958557452,958557453,958557460,1,12,3,7,22,11,2606,-958557450,958557452,1,7,2647
1114,958649541,958649542,958649543,958649547,958649552,958649562,958649555,958652756,0,958652759,958652762,958652768,1,1,4,9,10,3,3201,-958652756,958652759,3,6,3227
1115,958649566,958649568,958649573,958649575,958649579,958649598,958649582,958652909,0,958652911,958652913,958652917,2,5,2,6,19,3,3327,-958652909,958652911,2,4,3351
1116,958693099,958693100,958693102,958693106,958693110,958693137,958693115,958696341,0,958696345,958696347,958696351,1,2,4,8,27,5,3226,-958696341,958696345,2,4,3252
1117,958693104,958693106,958693115,958693117,958693120,958693137,958693121,958696477,0,958696478,958696480,958696484,2,9,2,5,17,1,3356,-958696477,958696478,2,4,3380
1118,958697037,958697038,958697040,958697047,958697056,958697066,958697053,958700283,0,958700286,958700289,958700294,1,2,7,16,10,-3,3230,-958700283,958700286,3,5,3257
1119,959008426,959008427,959008429,959008433,959008439,959008450,959008441,959011789,0,959011792,959011794,959011799,1,2,4,10,11,2,3348,-959011789,959011792,2,5,3373
1120,959009003,959009004,959009006,959009008,959009013,959009029,959009016,959011940,0,959011942,959011944,959011949,1,2,2,7,16,3,2924,-959011940,959011942,2,5,2946
1121,959054175,959054176,959054178,959054182,959054188,959054195,959054189,959056865,0,959056869,959056871,959056876,1,2,4,10,7,1,2676,-959056865,959056869,2,5,2701
1122,959054199,959054202,959054207,959054209,959054213,959054235,959054224,959057021,0,959057023,959057025,959057030,3,5,2,6,22,11,2797,-959057021,959057023,2,5,2831
1123,960722618,960722619,960722621,960722628,960722636,960722649,960722636,960725913,0,960725916,960725918,960725924,1,2,7,15,13,0,3277,-960725913,960725916,2,6,3306
1124,960722625,960722625,960722643,960722646,960722651,960722675,960722661,960726057,0,960726058,960726060,960726065,0,18,3,8,24,10,3396,-960726057,960726058,2,5,3440
1125,960949171,960949172,960949174,960949181,960949187,960949198,960949188,960952392,0,960952395,960952397,960952402,1,2,7,13,11,1,3204,-960952392,960952395,2,5,3231
1126,960949176,960949178,960949194,960949196,960949200,960949229,960949215,960952717,0,960952719,960952721,960952729,2,16,2,6,29,15,3502,-960952717,960952719,2,8,3553
1127,960960179,960960180,960960182,960960185,960960189,960960207,960960193,960963376,0,960963379,960963381,960963385,1,2,3,7,18,4,3183,-960963376,960963379,2,4,3206
1128,961008172,961008175,961008177,961008180,961008184,961008200,961008187,961011173,0,961011177,961011179,961011184,3,2,3,7,16,3,2986,-961011173,961011177,2,5,3012
1129,961218335,961218336,961218338,961218342,961218346,961218369,961218349,961221403,0,961221405,961221408,961221413,1,2,4,8,23,3,3054,-961221403,961221405,3,5,3078
1130,961218890,961218891,961218894,961218896,961218900,961218916,961218903,961221553,0,961221554,961221556,961221562,1,3,2,6,16,3,2650,-961221553,961221554,2,6,2672
1131,961238583,961238584,961238586,961238588,961238593,961238611,961238597,961241841,0,961241843,961241845,961241850,1,2,2,7,18,4,3244,-961241841,961241843,2,5,3267
1132,961239661,961239662,961239664,961239667,961239671,961239687,961239673,961242906,0,961242908,961242910,961242914,1,2,3,7,16,2,3233,-961242906,961242908,2,4,3253
1133,961261176,961261177,961261179,961261182,961261187,961261195,961261188,961263508,0,961263510,961263512,961263516,1,2,3,8,8,1,2320,-961263508,961263510,2,4,2340
1134,961262183,961262185,961262187,961262189,961262193,961262208,961262196,961264616,0,961264619,961264620,961264625,2,2,2,6,15,3,2420,-961264616,961264619,1,5,2442
1135,961610211,961610212,961610214,961610218,961610223,961610238,961610226,961613736,0,961613739,961613742,961613746,1,2,4,9,15,3,3510,-961613736,961613739,3,4,3535
1136,961891603,961891604,961891606,961891609,961891615,961891626,961891617,961893947,0,961893951,961893953,961893958,1,2,3,9,11,2,2330,-961893947,961893951,2,5,2355
1137,964336297,964336298,964336300,964336307,964336315,964336317,964336315,964339812,0,964339815,964339818,964339823,1,2,7,15,2,0,3497,-964339812,964339815,3,5,3526
1138,964412240,964412241,964412243,964412251,964412261,964412272,964412257,964415557,0,964415560,964415565,964415570,1,2,8,18,11,-4,3300,-964415557,964415560,5,5,3330
1139,964422283,964422284,964422286,964422289,964422294,964422310,964422297,964425239,0,964425242,964425244,964425250,1,2,3,8,16,3,2942,-964425239,964425242,2,6,2967
1140,964497302,964497303,964497305,964497309,964497315,964497325,964497315,964500622,0,964500626,964500629,964500633,1,2,4,10,10,0,3307,-964500622,964500626,3,4,3331
1141,964935298,964935301,964935303,964935308,964935314,964935326,964935316,964938717,0,964938720,964938722,964938727,3,2,5,11,12,2,3401,-964938717,964938720,2,5,3429
1142,965055301,965055302,965055304,965055310,965055317,965055329,965055316,965058710,0,965058713,965058716,965058720,1,2,6,13,12,-1,3394,-965058710,965058713,3,4,3419
1143,965258310,965258311,965258313,965258318,965258323,965258331,965258324,965261615,0,965261617,965261619,965261624,1,2,5,10,8,1,3291,-965261615,965261617,2,5,3314
1144,965261760,965261761,965261763,965261766,965261770,965261786,965261773,965264293,0,965264296,965264299,965264305,1,2,3,7,16,3,2520,-965264293,965264296,3,6,2545
1145,965478740,965478741,965478743,965478746,965478751,965478760,965478753,965481676,0,965481679,965481681,965481686,1,2,3,8,9,2,2923,-965481676,965481679,2,5,2946
1146,965482472,965482473,965482475,965482478,965482481,965482489,965482483,965485737,0,965485741,965485743,965485748,1,2,3,6,8,2,3254,-965485737,965485741,2,5,3276
1147,965501622,965501623,965501625,965501628,965501631,965501642,965501633,965505030,0,965505034,965505036,965505041,1,2,3,6,11,2,3397,-965505030,965505034,2,5,3419
1148,965565316,965565318,965565320,965565323,965565327,965565338,965565330,965567568,0,965567570,965567572,965567578,2,2,3,7,11,3,2238,-965567568,965567570,2,6,2262
1149,965567527,965567530,965567532,965567535,965567538,965567553,965567541,965570362,0,965570365,965570367,965570370,3,2,3,6,15,3,2821,-965570362,965570365,2,3,2843
1150,965596569,965596570,965596572,965596574,965596579,965596592,965596581,965599596,0,965599600,965599602,965599607,1,2,2,7,13,2,3015,-965599596,965599600,2,5,3038
1151,965597324,965597325,965597327,965597329,965597333,965597349,965597336,965600505,0,965600507,965600509,965600513,1,2,2,6,16,3,3169,-965600505,965600507,2,4,3189
1152,965597407,965597407,965597409,965597412,965597415,965597429,965597418,965600627,0,965600629,965600631,965600635,0,2,3,6,14,3,3209,-965600627,965600629,2,4,3228
1153,965597538,965597539,965597541,965597544,965597547,965597563,965597550,965600702,0,965600704,965600706,965600712,1,2,3,6,16,3,3152,-965600702,965600704,2,6,3174
1154,965687319,965687320,965687322,965687326,965687331,965687349,965687334,965690561,0,965690563,965690565,965690570,1,2,4,9,18,3,3227,-965690561,965690563,2,5,3251
1155,965709041,965709042,965709043,965709047,965709051,965709063,965709054,965712256,0,965712258,965712260,965712265,1,1,4,8,12,3,3202,-965712256,965712258,2,5,3224
1156,965734262,965734263,965734265,965734268,965734273,965734290,965734276,965737255,0,965737258,965737260,965737264,1,2,3,8,17,3,2979,-965737255,965737258,2,4,3002
1157,965974437,965974438,965974440,965974446,965974451,965974462,965974452,965977685,0,965977687,965977690,965977696,1,2,6,11,11,1,3233,-965977685,965977687,3,6,3259
1158,966020538,966020539,966020541,966020544,966020548,966020565,966020551,966022836,0,966022839,966022841,966022845,1,2,3,7,17,3,2285,-966022836,966022839,2,4,2307
1159,966028452,966028453,966028455,966028457,966028461,966028477,966028463,966031643,0,966031646,966031648,966031653,1,2,2,6,16,2,3180,-966031643,966031646,2,5,3201
1160,966041043,966041044,966041046,966041048,966041052,966041063,966041054,966043995,0,966043998,966044001,966044006,1,2,2,6,11,2,2941,-966043995,966043998,3,5,2963
1161,966055075,966055076,966055078,966055081,966055085,966055100,966055088,966058145,0,966058147,966058150,966058154,1,2,3,7,15,3,3057,-966058145,966058147,3,4,3079
1162,966055105,966055106,966055108,966055111,966055115,966055124,966055115,966058383,0,966058385,966058387,966058392,1,2,3,7,9,0,3268,-966058383,966058385,2,5,3287
1163,966055246,966055246,966055248,966055251,966055254,966055280,966055258,966058576,0,966058578,966058580,966058587,0,2,3,6,26,4,3318,-966058576,966058578,2,7,3341
1164,966055253,966055254,966055259,966055261,966055264,966055280,966055264,966058692,0,966058693,966058695,966058702,1,5,2,5,16,0,3428,-966058692,966058693,2,7,3449
1165,966055345,966055346,966055347,966055350,966055353,966055366,966055355,966058848,0,966058850,966058852,966058867,1,1,3,6,13,2,3493,-966058848,966058850,2,15,3522
1166,966055469,966055469,966055471,966055473,966055477,966055490,966055479,966058858,0,966058859,966058860,966058874,0,2,2,6,13,2,3379,-966058858,966058859,1,14,3405
1167,966055840,966055843,966055845,966055847,966055851,966055865,966055853,966059002,0,966059004,966059005,966059023,3,2,2,6,14,2,3149,-966059002,966059004,1,18,3183
1168,966055869,966055870,966055872,966055874,966055878,966055887,966055879,966059010,0,966059011,966059013,966059031,1,2,2,6,9,1,3131,-966059010,966059011,2,18,3162
1169,966055978,966055979,966055981,966055983,966055987,966055994,966055989,966059101,0,966059103,966059104,966059112,1,2,2,6,7,2,3112,-966059101,966059103,1,8,3134
1170,966057083,966057086,966057088,966057090,966057093,966057104,966057095,966059507,0,966059509,966059511,966059516,3,2,2,5,11,2,2412,-966059507,966059509,2,5,2433
1171,966059631,966059632,966059633,966059637,966059642,966059648,966059643,966062607,0,966062609,966062612,966062616,1,1,4,9,6,1,2964,-966062607,966062609,3,4,2985
1172,966128708,966128709,966128711,966128714,966128719,966128735,966128722,966131466,0,966131468,966131470,966131475,1,2,3,8,16,3,2744,-966131466,966131468,2,5,2767
1173,967249373,967249374,967249376,967249382,967249388,967249396,967249389,967252393,0,967252396,967252400,967252404,1,2,6,12,8,1,3004,-967252393,967252396,4,4,3031
1174,968487640,968487641,968487643,968487650,968487660,968487661,968487658,968491170,0,968491173,968491175,968491180,1,2,7,17,1,-2,3512,-968491170,968491173,2,5,3540
1175,968704447,968704449,968704451,968704456,968704462,968704473,968704463,968706931,0,968706934,968706938,968706943,2,2,5,11,11,1,2468,-968706931,968706934,4,5,2496
1176,968716917,968716918,968716920,968716924,968716928,968716944,968716931,968719208,0,968719211,968719213,968719218,1,2,4,8,16,3,2277,-968719208,968719211,2,5,2301
1177,968725118,968725119,968725121,968725124,968725128,968725145,968725132,968728358,0,968728361,968728365,968728370,1,2,3,7,17,4,3226,-968728358,968728361,4,5,3252
1178,968737835,968737836,968737838,968737841,968737845,968737863,968737849,968740517,0,968740520,968740522,968740527,1,2,3,7,18,4,2668,-968740517,968740520,2,5,2692
1179,968840659,968840660,968840662,968840665,968840670,968840680,968840671,968843131,0,968843133,968843135,968843139,1,2,3,8,10,1,2460,-968843131,968843133,2,4,2480
1180,968874018,968874019,968874020,968874023,968874027,968874045,968874030,968876402,0,968876406,968876408,968876413,1,1,3,7,18,3,2372,-968876402,968876406,2,5,2395
1181,968898386,968898387,968898389,968898391,968898396,968898413,968898400,968900632,0,968900636,968900638,968900643,1,2,2,7,17,4,2232,-968900632,968900636,2,5,2257
1182,969630649,969630650,969630652,969630659,969630666,969630678,969630666,969633347,0,969633349,969633353,969633358,1,2,7,14,12,0,2681,-969633347,969633349,4,5,2709
1183,971022366,971022367,971022369,971022375,971022383,971022393,971022384,971025799,0,971025802,971025805,971025809,1,2,6,14,10,1,3415,-971025799,971025802,3,4,3443
1184,971034504,971034505,971034507,971034512,971034518,971034527,971034519,971036759,0,971036762,971036764,971036769,1,2,5,11,9,1,2240,-971036759,971036762,2,5,2265
