index,req,ts,engine,cmdtr,tr,rsp,send,recv,rts,rengine,rtr,accep,rtt1,rtt2,rtt3,rtt4,rtt5,rtt6,rtt7,rtt8,rtt9,rtt10,rtt11,send_req_rtt,accept_req_rtt
1821,929734092,929734093,929734095,929734099,929734104,929734113,929734105,929736552,0,929736554,929736557,929736561,1,2,4,9,9,1,2447,-929736552,929736554,3,4,13,2469
1822,929740338,929740339,929740341,929740344,929740349,929740359,929740351,929743550,0,929743552,929743554,929743559,1,2,3,8,10,2,3199,-929743550,929743552,2,5,13,3221
1823,930081178,930081179,930081181,930081186,930081193,930081201,930081194,930083881,0,930083883,930083886,930083890,1,2,5,12,8,1,2687,-930083881,930083883,3,4,16,2712
1824,931108285,931108287,931108289,931108294,931108300,931108313,931108302,931110813,0,931110815,931110818,931110823,2,2,5,11,13,2,2511,-931110813,931110815,3,5,17,2538
1825,931935809,931935810,931935812,931935818,931935825,931935839,931935830,931938278,0,931938280,931938284,931938289,1,2,6,13,14,5,2448,-931938278,931938280,4,5,21,2480
1826,932812342,932812345,932812363,932812366,932812370,932812378,932812370,932814875,0,932814877,932814879,932814884,3,18,3,7,8,0,2505,-932814875,932814877,2,5,28,2542
1827,932812343,932812344,932812346,932812353,932812361,932812363,932812361,932814830,0,932814833,932814836,932814840,1,2,7,15,2,0,2469,-932814830,932814833,3,4,18,2497
1828,935476138,935476140,935476142,935476148,935476155,935476163,935476155,935478453,0,935478456,935478459,935478463,2,2,6,13,8,0,2298,-935478453,935478456,3,4,17,2325
1829,935732141,935732144,935732146,935732152,935732161,935732168,935732159,935735583,0,935735585,935735589,935735593,3,2,6,15,7,-2,3424,-935735583,935735585,4,4,18,3452
1830,935758168,935758169,935758171,935758174,935758181,935758188,935758182,935761538,0,935761540,935761542,935761547,1,2,3,10,7,1,3356,-935761538,935761540,2,5,14,3379
1831,935794184,935794185,935794187,935794193,935794201,935794212,935794200,935797377,0,935797379,935797382,935797386,1,2,6,14,11,-1,3177,-935797377,935797379,3,4,16,3202
1832,935794189,935794190,935794207,935794210,935794215,935794239,935794226,935797529,0,935797531,935797533,935797538,1,17,3,8,24,11,3303,-935797529,935797531,2,5,37,3349
1833,935842079,935842080,935842082,935842086,935842094,935842105,935842093,935845345,0,935845348,935845351,935845355,1,2,4,12,11,-1,3252,-935845345,935845348,3,4,14,3276
1834,937198736,937198736,937198738,937198745,937198753,937198754,937198753,937202108,0,937202111,937202115,937202119,0,2,7,15,1,0,3355,-937202108,937202111,4,4,17,3383
1835,937601214,937601218,937601220,937601225,937601233,937601234,937601231,937604732,0,937604734,937604737,937604741,4,2,5,13,1,-2,3501,-937604732,937604734,3,4,17,3527
1836,937673170,937673171,937673173,937673176,937673183,937673190,937673184,937676340,0,937676343,937676345,937676350,1,2,3,10,7,1,3156,-937676340,937676343,2,5,14,3180
1837,938808262,938808263,938808265,938808271,938808278,938808288,938808281,938810741,0,938810744,938810747,938810751,1,2,6,13,10,3,2460,-938810741,938810744,3,4,19,2489
1838,938904217,938904218,938904220,938904224,938904231,938904242,938904231,938907493,0,938907497,938907500,938907504,1,2,4,11,11,0,3262,-938907493,938907497,3,4,14,3287
1839,938929148,938929149,938929151,938929154,938929160,938929171,938929162,938932402,0,938932405,938932407,938932411,1,2,3,9,11,2,3240,-938932402,938932405,2,4,14,3263
1840,939216296,939216299,939216301,939216305,939216312,939216313,939216312,939219721,0,939219725,939219728,939219732,3,2,4,11,1,0,3409,-939219721,939219725,3,4,16,3436
1841,939940338,939940339,939940340,939940347,939940356,939940367,939940355,939944040,0,939944043,939944046,939944049,1,1,7,16,11,-1,3685,-939944040,939944043,3,3,17,3711
1842,945816463,945816465,945816467,945816481,945816497,945816499,945816492,945820281,0,945820285,945820288,945820292,2,2,14,30,2,-5,3789,-945820281,945820285,3,4,29,3829
1843,945862364,945862365,945862367,945862372,945862379,945862391,945862380,945865672,0,945865674,945865677,945865681,1,2,5,12,12,1,3292,-945865672,945865674,3,4,16,3317
1844,945862371,945862372,945862385,945862391,945862396,945862420,945862406,945865756,0,945865761,945865763,945865767,1,13,6,11,24,10,3350,-945865756,945865761,2,4,35,3396
1845,945866046,945866047,945866049,945866053,945866059,945866069,945866060,945869470,0,945869472,945869475,945869479,1,2,4,10,10,1,3410,-945869470,945869472,3,4,14,3433
1846,946874404,946874406,946874408,946874415,946874424,946874431,946874423,946877871,0,946877874,946877877,946877881,2,2,7,16,7,-1,3448,-946877871,946877874,3,4,19,3477
1847,950695528,950695529,950695531,950695541,950695553,950695554,950695550,950698008,0,950698011,950698014,950698019,1,2,10,22,1,-3,2458,-950698008,950698011,3,5,22,2491
1848,950721796,950721797,950721799,950721803,950721809,950721820,950721811,950725271,0,950725274,950725276,950725281,1,2,4,10,11,2,3460,-950725271,950725274,2,5,15,3485
1849,951522472,951522473,951522475,951522481,951522492,951522503,951522490,951525858,0,951525861,951525864,951525869,1,2,6,17,11,-2,3368,-951525858,951525861,3,5,18,3397
1850,951943562,951943563,951943565,951943571,951943578,951943585,951943579,951945931,0,951945934,951945937,951945942,1,2,6,13,7,1,2352,-951945931,951945934,3,5,17,2380
1851,952586136,952586137,952586139,952586146,952586154,952586163,952586155,952589363,0,952589366,952589371,952589375,1,2,7,15,9,1,3208,-952589363,952589366,5,4,19,3239
1852,952586147,952586149,952586156,952586159,952586163,952586181,952586172,952589416,0,952589418,952589420,952589425,2,7,3,7,18,9,3244,-952589416,952589418,2,5,25,3278
1853,955175781,955175782,955175784,955175793,955175802,955175804,955175800,955178272,0,955178274,955178278,955178283,1,2,9,18,2,-2,2472,-955178272,955178274,4,5,19,2502
1854,957036745,957036746,957036748,957036756,957036768,957036777,957036764,957040087,0,957040091,957040095,957040099,1,2,8,20,9,-4,3323,-957040087,957040091,4,4,19,3354
1855,957040747,957040748,957040750,957040754,957040760,957040761,957040760,957044088,0,957044091,957044094,957044098,1,2,4,10,1,0,3328,-957044088,957044091,3,4,13,3351
1856,957074193,957074194,957074196,957074200,957074207,957074207,957074207,957077451,0,957077453,957077457,957077461,1,2,4,11,0,0,3244,-957077451,957077453,4,4,14,3268
1857,957094594,957094595,957094597,957094601,957094607,957094616,957094607,957097902,0,957097904,957097907,957097911,1,2,4,10,9,0,3295,-957097902,957097904,3,4,13,3317
1858,957828481,957828484,957828486,957828494,957828501,957828503,957828501,957830980,0,957830982,957830985,957830990,3,2,8,15,2,0,2479,-957830980,957830982,3,5,20,2509
1859,961483761,961483763,961483764,961483774,961483787,961483788,961483784,961487153,0,961487157,961487160,961487164,2,1,10,23,1,-3,3369,-961487153,961487157,3,4,23,3403
1860,961488284,961488285,961488287,961488291,961488297,961488308,961488298,961491703,0,961491706,961491709,961491714,1,2,4,10,11,1,3405,-961491703,961491706,3,5,14,3430
1861,962026241,962026242,962026244,962026250,962026257,962026264,962026258,962029067,0,962029069,962029072,962029076,1,2,6,13,7,1,2809,-962029067,962029069,3,4,17,2835
1862,962844651,962844652,962844654,962844659,962844665,962844673,962844666,962847835,0,962847839,962847842,962847846,1,2,5,11,8,1,3169,-962847835,962847839,3,4,15,3195
1863,962844692,962844693,962844695,962844699,962844706,962844706,962844704,962847945,0,962847947,962847949,962847953,1,2,4,11,0,-2,3241,-962847945,962847947,2,4,12,3261
1864,963560014,963560015,963560017,963560024,963560031,963560033,963560032,963562556,0,963562559,963562562,963562567,1,2,7,14,2,1,2524,-963562556,963562559,3,5,18,2553
1865,963620058,963620059,963620061,963620065,963620070,963620078,963620072,963622447,0,963622450,963622452,963622457,1,2,4,9,8,2,2375,-963622447,963622450,2,5,14,2399
1866,965675577,965675578,965675580,965675587,965675597,965675605,965675595,965679128,0,965679130,965679133,965679137,1,2,7,17,8,-2,3533,-965679128,965679130,3,4,18,3560
1867,966205168,966205171,966205173,966205179,966205185,966205193,966205186,966207962,0,966207964,966207968,966207972,3,2,6,12,8,1,2776,-966207962,966207964,4,4,18,2804
1868,966241729,966241730,966241732,966241735,966241740,966241757,966241743,966244887,0,966244890,966244893,966244897,1,2,3,8,17,3,3144,-966244887,966244890,3,4,14,3168
1869,967950980,967950981,967950983,967950991,967951003,967951013,967950999,967954406,0,967954409,967954412,967954417,1,2,8,20,10,-4,3407,-967954406,967954409,3,5,19,3437
1870,967955183,967955184,967955186,967955189,967955195,967955205,967955195,967958550,0,967958553,967958556,967958561,1,2,3,9,10,0,3355,-967958550,967958553,3,5,12,3378
1871,971891800,971891801,971891803,971891812,971891820,971891830,971891820,971894986,0,971894989,971894992,971894995,1,2,9,17,10,0,3166,-971894986,971894989,3,3,20,3195
1872,979967519,979967521,979967523,979967541,979967564,979967567,979967555,979970999,0,979971003,979971007,979971011,2,2,18,41,3,-9,3444,-979970999,979971003,4,4,36,3492
1873,982765474,982765477,982765479,982765491,982765505,982765514,982765501,982768969,0,982768972,982768975,982768980,3,2,12,26,9,-4,3468,-982768969,982768972,3,5,27,3506
1874,987738193,987738197,987738199,987738213,987738226,987738228,987738224,987740607,0,987740610,987740614,987740618,4,2,14,27,2,-2,2383,-987740607,987740610,4,4,31,2425
1875,989089770,989089771,989089773,989089785,989089799,989089808,989089792,989093298,0,989093301,989093304,989093309,1,2,12,26,9,-7,3506,-989093298,989093301,3,5,22,3539
1876,989554997,989554999,989555000,989555006,989555013,989555020,989555013,989558502,0,989558505,989558508,989558512,2,1,6,13,7,0,3489,-989558502,989558505,3,4,16,3515
1877,990577815,990577816,990577818,990577824,990577830,990577832,990577831,990580166,0,990580169,990580171,990580175,1,2,6,12,2,1,2335,-990580166,990580169,2,4,16,2360
1878,990580970,990580971,990580973,990580976,990580981,990580999,990580985,990583354,0,990583356,990583359,990583364,1,2,3,8,18,4,2369,-990583354,990583356,3,5,15,2394
1879,990744819,990744820,990744822,990744827,990744836,990744847,990744835,990748359,0,990748361,990748364,990748368,1,2,5,14,11,-1,3524,-990748359,990748361,3,4,16,3549
1880,990744837,990744838,990744842,990744845,990744851,990744870,990744859,990748506,0,990748508,990748510,990748514,1,4,3,9,19,8,3647,-990748506,990748508,2,4,22,3677
1881,990744966,990744967,990744969,990744972,990744977,990744986,990744976,990748619,0,990748621,990748623,990748630,1,2,3,8,9,-1,3643,-990748619,990748621,2,7,10,3664
1882,990746751,990746752,990746754,990746757,990746762,990746772,990746764,990750214,0,990750217,990750220,990750224,1,2,3,8,10,2,3450,-990750214,990750217,3,4,13,3473
1883,990751646,990751647,990751649,990751653,990751659,990751670,990751660,990755060,0,990755063,990755065,990755069,1,2,4,10,11,1,3400,-990755060,990755063,2,4,14,3423
1884,991908531,991908534,991908536,991908543,991908552,991908560,991908551,991911872,0,991911875,991911878,991911883,3,2,7,16,8,-1,3321,-991911872,991911875,3,5,20,3352
1885,997796771,997796772,997796775,997796787,997796800,997796803,997796799,997799375,0,997799378,997799382,997799387,1,3,12,25,3,-1,2576,-997799375,997799378,4,5,28,2616
1886,997800254,997800257,997800259,997800263,997800267,997800278,997800269,997803206,0,997803208,997803211,997803215,3,2,4,8,11,2,2937,-997803206,997803208,3,4,15,2961
1887,998631042,998631043,998631045,998631052,998631059,998631061,998631060,998634382,0,998634385,998634393,998634397,1,2,7,14,2,1,3322,-998634382,998634385,8,4,18,3355
1888,998631097,998631099,998631101,998631103,998631108,998631115,998631108,998634432,0,998634434,998634436,998634440,2,2,2,7,7,0,3324,-998634432,998634434,2,4,11,3343
1889,999454880,999454881,999454883,999454892,999454904,999454912,999454900,999458175,0,999458177,999458180,999458184,1,2,9,21,8,-4,3275,-999458175,999458177,3,4,20,3304
1890,999458675,999458676,999458678,999458682,999458688,999458699,999458689,999462127,0,999462131,999462133,999462138,1,2,4,10,11,1,3438,-999462127,999462131,2,5,14,3463
1891,999471812,999471813,999471815,999471819,999471825,999471832,999471825,999475097,0,999475100,999475103,999475108,1,2,4,10,7,0,3272,-999475097,999475100,3,5,13,3296
1892,3233465,3233468,3233470,3233481,3233494,3233496,3233490,3237083,0,3237086,3237090,3237094,3,2,11,24,2,-4,3593,-3237083,3237086,4,4,25,3629
1893,3338604,3338605,3338607,3338611,3338618,3338625,3338618,3342256,0,3342259,3342261,3342265,1,2,4,11,7,0,3638,-3342256,3342259,2,4,14,3661
1894,3509425,3509426,3509428,3509432,3509438,3509448,3509439,3512931,0,3512933,3512936,3512941,1,2,4,10,10,1,3492,-3512931,3512933,3,5,14,3516
1895,3527931,3527932,3527934,3527939,3527945,3527946,3527945,3530225,0,3530228,3530230,3530235,1,2,5,11,1,0,2280,-3530225,3530228,2,5,14,2304
1896,3808685,3808686,3808688,3808695,3808701,3808712,3808702,3811044,0,3811046,3811049,3811053,1,2,7,13,11,1,2342,-3811044,3811046,3,4,17,2368
1897,4215207,4215207,4215209,4215214,4215223,4215232,4215221,4218618,0,4218620,4218623,4218627,0,2,5,14,9,-2,3397,-4218618,4218620,3,4,14,3420
1898,4533461,4533467,4533468,4533472,4533479,4533498,4533484,4536857,0,4536860,4536862,4536867,6,1,4,11,19,5,3373,-4536857,4536860,2,5,23,3406
1899,4699818,4699819,4699821,4699825,4699831,4699832,4699831,4703253,0,4703256,4703260,4703265,1,2,4,10,1,0,3422,-4703253,4703256,4,5,13,3447
1900,6111803,6111804,6111806,6111813,6111823,6111831,6111822,6115133,0,6115136,6115138,6115142,1,2,7,17,8,-1,3311,-6115133,6115136,2,4,19,3339
1901,6347687,6347688,6347690,6347694,6347700,6347706,6347700,6351037,0,6351039,6351041,6351046,1,2,4,10,6,0,3337,-6351037,6351039,2,5,13,3359
1902,6364733,6364737,6364739,6364742,6364747,6364771,6364751,6367983,0,6367985,6367988,6367992,4,2,3,8,24,4,3232,-6367983,6367985,3,4,18,3259
1903,6364736,6364739,6364752,6364755,6364760,6364771,6364780,6368105,0,6368107,6368109,6368112,3,13,3,8,11,20,3325,-6368105,6368107,2,3,44,3376
1904,6651778,6651779,6651781,6651787,6651794,6651802,6651794,6655087,0,6655090,6655093,6655097,1,2,6,13,8,0,3293,-6655087,6655090,3,4,16,3319
1905,6657025,6657026,6657028,6657032,6657037,6657044,6657038,6660422,0,6660425,6660428,6660433,1,2,4,9,7,1,3384,-6660422,6660425,3,5,13,3408
1906,6988054,6988055,6988057,6988063,6988070,6988071,6988070,6991468,0,6991470,6991473,6991478,1,2,6,13,1,0,3398,-6991468,6991470,3,5,16,3424
1907,7105681,7105682,7105684,7105688,7105693,7105701,7105694,7109123,0,7109126,7109128,7109133,1,2,4,9,8,1,3429,-7109123,7109126,2,5,13,3452
1908,7105721,7105721,7105723,7105726,7105732,7105742,7105733,7109241,0,7109243,7109245,7109248,0,2,3,9,10,1,3508,-7109241,7109243,2,3,12,3527
1909,10577313,10577314,10577316,10577327,10577342,10577344,10577337,10580708,0,10580711,10580716,10580721,1,2,11,26,2,-5,3371,-10580708,10580711,5,5,24,3408
1910,10709670,10709670,10709672,10709676,10709683,10709692,10709682,10712952,0,10712955,10712958,10712962,0,2,4,11,9,-1,3270,-10712952,10712955,3,4,12,3292
1911,11349344,11349348,11349350,11349358,11349365,11349374,11349365,11351725,0,11351728,11351731,11351735,4,2,8,15,9,0,2360,-11351725,11351728,3,4,21,2391
1912,11674706,11674707,11674709,11674713,11674719,11674727,11674720,11677091,0,11677094,11677096,11677101,1,2,4,10,8,1,2371,-11677091,11677094,2,5,14,2395
1913,11743382,11743383,11743385,11743393,11743402,11743403,11743400,11746772,0,11746774,11746777,11746781,1,2,8,17,1,-2,3372,-11746772,11746774,3,4,18,3399
1914,13622753,13622754,13622756,13622763,13622773,13622774,13622773,13626360,0,13626363,13626365,13626370,1,2,7,17,1,0,3587,-13626360,13626363,2,5,20,3617
1915,13641215,13641216,13641218,13641221,13641228,13641235,13641228,13644905,0,13644907,13644909,13644914,1,2,3,10,7,0,3677,-13644905,13644907,2,5,13,3699
1916,16489671,16489674,16489676,16489684,16489695,16489707,16489692,16493344,0,16493347,16493350,16493354,3,2,8,19,12,-3,3652,-16493344,16493347,3,4,21,3683
1917,16778104,16778105,16778107,16778113,16778120,16778130,16778120,16781651,0,16781654,16781656,16781660,1,2,6,13,10,0,3531,-16781651,16781654,2,4,16,3556
1918,16781798,16781799,16781801,16781804,16781810,16781831,16781818,16785165,0,16785168,16785170,16785175,1,2,3,9,21,8,3347,-16785165,16785168,2,5,20,3377
1919,18365594,18365595,18365597,18365605,18365615,18365616,18365613,18369087,0,18369089,18369092,18369096,1,2,8,18,1,-2,3474,-18369087,18369089,3,4,19,3502
1920,20979243,20979245,20979247,20979255,20979266,20979279,20979265,20982699,0,20982702,20982705,20982709,2,2,8,19,13,-1,3434,-20982699,20982702,3,4,22,3466
1921,21506546,21506547,21506548,21506552,21506559,21506569,21506559,21509863,0,21509866,21509868,21509873,1,1,4,11,10,0,3304,-21509863,21509866,2,5,13,3327
1922,21707884,21707885,21707887,21707893,21707900,21707906,21707900,21711348,0,21711350,21711353,21711358,1,2,6,13,6,0,3448,-21711348,21711350,3,5,16,3474
1923,22908209,22908210,22908212,22908218,22908226,22908233,22908227,22911891,0,22911894,22911897,22911901,1,2,6,14,7,1,3664,-22911891,22911894,3,4,18,3692
1924,23820640,23820641,23820643,23820649,23820657,23820665,23820658,23824266,0,23824270,23824272,23824276,1,2,6,14,8,1,3608,-23824266,23824270,2,4,18,3636
1925,24621862,24621863,24621865,24621871,24621879,24621889,24621878,24625471,0,24625473,24625477,24625481,1,2,6,14,10,-1,3593,-24625471,24625473,4,4,16,3619
1926,26135660,26135660,26135662,26135669,26135677,26135684,26135677,26138198,0,26138201,26138204,26138208,0,2,7,15,7,0,2521,-26138198,26138201,3,4,17,2548
1927,26590999,26591000,26591001,26591007,26591016,26591016,26591016,26594660,0,26594662,26594665,26594670,1,1,6,15,0,0,3644,-26594660,26594662,3,5,17,3671
1928,26892471,26892472,26892474,26892482,26892492,26892494,26892489,26895920,0,26895923,26895928,26895932,1,2,8,18,2,-3,3431,-26895920,26895923,5,4,18,3461
1929,27046742,27046743,27046745,27046752,27046761,27046770,27046759,27050018,0,27050020,27050023,27050027,1,2,7,16,9,-2,3259,-27050018,27050020,3,4,17,3285
1930,27097156,27097156,27097158,27097162,27097169,27097175,27097169,27100581,0,27100584,27100586,27100591,0,2,4,11,6,0,3412,-27100581,27100584,2,5,13,3435
1931,27186353,27186354,27186356,27186363,27186369,27186370,27186370,27189584,0,27189588,27189591,27189596,1,2,7,13,1,1,3214,-27189584,27189588,3,5,17,3243
1932,27190471,27190471,27190473,27190476,27190481,27190490,27190482,27192764,0,27192766,27192769,27192773,0,2,3,8,9,1,2282,-27192764,27192766,3,4,11,2302
1933,29192958,29192958,29192960,29192968,29192978,29192979,29192975,29196154,0,29196157,29196160,29196165,0,2,8,18,1,-3,3179,-29196154,29196157,3,5,17,3207
1934,30471238,30471240,30471242,30471248,30471256,30471257,30471256,30473667,0,30473669,30473671,30473676,2,2,6,14,1,0,2411,-30473667,30473669,2,5,18,2438
1935,31555148,31555149,31555151,31555157,31555164,31555175,31555166,31557899,0,31557902,31557905,31557908,1,2,6,13,11,2,2733,-31557899,31557902,3,3,18,2760
1936,31579550,31579551,31579553,31579556,31579561,31579577,31579563,31581957,0,31581959,31581961,31581966,1,2,3,8,16,2,2394,-31581957,31581959,2,5,13,2416
1937,31586567,31586568,31586570,31586573,31586578,31586596,31586582,31588879,0,31588881,31588884,31588889,1,2,3,8,18,4,2297,-31588879,31588881,3,5,15,2322
1938,35589427,35589428,35589430,35589441,35589456,35589457,35589451,35592846,0,35592848,35592852,35592856,1,2,11,26,1,-5,3395,-35592846,35592848,4,4,24,3429
1939,35596442,35596443,35596445,35596449,35596455,35596466,35596457,35599699,0,35599703,35599705,35599709,1,2,4,10,11,2,3242,-35599699,35599703,2,4,15,3267
1940,38080583,38080585,38080586,38080596,38080608,38080620,38080604,38083953,0,38083956,38083960,38083964,2,1,10,22,12,-4,3349,-38083953,38083956,4,4,21,3381
1941,38415054,38415056,38415058,38415065,38415072,38415079,38415073,38417501,0,38417503,38417506,38417510,2,2,7,14,7,1,2428,-38417501,38417503,3,4,19,2456
1942,42632413,42632414,42632415,42632426,42632438,42632440,42632436,42635783,0,42635786,42635791,42635796,1,1,11,23,2,-2,3347,-42635783,42635786,5,5,23,3383
1943,43269978,43269982,43269984,43269992,43270004,43270006,43269999,43273558,0,43273561,43273564,43273568,4,2,8,20,2,-5,3559,-43273558,43273561,3,4,21,3590
1944,48774901,48774905,48774907,48774919,48774931,48774934,48774932,48777595,0,48777598,48777602,48777606,4,2,12,24,3,1,2663,-48777595,48777598,4,4,31,2705
1945,48774912,48774913,48774940,48774943,48774947,48774992,48774949,48777751,0,48777753,48777755,48777760,1,27,3,7,45,2,2802,-48777751,48777753,2,5,37,2848
1946,48774912,48774913,48774952,48774954,48774958,48774992,48775005,48777756,0,48777758,48777760,48777766,1,39,2,6,34,47,2751,-48777756,48777758,2,6,93,2854
1947,48774936,48774938,48774962,48774964,48774967,48774992,48775011,48777871,0,48777873,48777874,48777882,2,24,2,5,25,44,2860,-48777871,48777873,1,8,75,2946
1948,48774937,48774938,48774972,48774974,48774977,48774994,48775017,48777875,0,48777877,48777879,48777887,1,34,2,5,17,40,2858,-48777875,48777877,2,8,80,2950
1949,50899382,50899383,50899385,50899398,50899413,50899422,50899408,50902733,0,50902736,50902739,50902743,1,2,13,28,9,-5,3325,-50902733,50902736,3,4,26,3361
1950,51508973,51508974,51508976,51508981,51508988,51508995,51508987,51512528,0,51512531,51512534,51512538,1,2,5,12,7,-1,3541,-51512528,51512531,3,4,14,3565
1951,52702935,52702938,52702940,52702945,52702952,52702960,52702953,52706603,0,52706607,52706609,52706614,3,2,5,12,8,1,3650,-52706603,52706607,2,5,18,3679
1952,58998611,58998612,58998614,58998628,58998642,58998644,58998639,59001407,0,59001410,59001414,59001419,1,2,14,28,2,-3,2768,-59001407,59001410,4,5,28,2808
1953,59013043,59013044,59013046,59013049,59013054,59013070,59013057,59015506,0,59015508,59015510,59015515,1,2,3,8,16,3,2449,-59015506,59015508,2,5,14,2472
1954,59016018,59016019,59016021,59016024,59016028,59016043,59016031,59018399,0,59018402,59018404,59018409,1,2,3,7,15,3,2368,-59018399,59018402,2,5,13,2391
1955,60950358,60950359,60950361,60950369,60950378,60950379,60950377,60953806,0,60953809,60953812,60953816,1,2,8,17,1,-1,3429,-60953806,60953809,3,4,19,3458
1956,61041085,61041090,61041092,61041095,61041100,61041115,61041103,61043520,0,61043522,61043524,61043529,5,2,3,8,15,3,2417,-61043520,61043522,2,5,18,2444
1957,61174088,61174089,61174091,61174094,61174099,61174107,61174101,61176498,0,61176501,61176504,61176508,1,2,3,8,8,2,2397,-61176498,61176501,3,4,13,2420
1958,61547620,61547621,61547623,61547632,61547645,61547647,61547638,61551227,0,61551230,61551234,61551238,1,2,9,22,2,-7,3589,-61551227,61551230,4,4,18,3618
1959,63102397,63102398,63102400,63102409,63102422,63102423,63102417,63106021,0,63106023,63106027,63106031,1,2,9,22,1,-5,3604,-63106021,63106023,4,4,20,3634
1960,63106171,63106172,63106174,63106177,63106183,63106198,63106183,63109660,0,63109663,63109667,63109671,1,2,3,9,15,0,3477,-63109660,63109663,4,4,12,3500
1961,63575287,63575289,63575291,63575295,63575301,63575319,63575305,63578693,0,63578696,63578698,63578702,2,2,4,10,18,4,3388,-63578693,63578696,2,4,18,3415
1962,64421737,64421738,64421740,64421748,64421754,64421766,64421756,64425306,0,64425309,64425312,64425317,1,2,8,14,12,2,3550,-64425306,64425309,3,5,19,3580
1963,68030647,68030648,68030650,68030661,68030675,68030689,68030670,68033974,0,68033977,68033981,68033987,1,2,11,25,14,-5,3304,-68033974,68033977,4,6,23,3340
1964,69331804,69331807,69331809,69331817,69331825,69331833,69331825,69334888,0,69334891,69334894,69334898,3,2,8,16,8,0,3063,-69334888,69334891,3,4,21,3094
1965,71612395,71612397,71612398,71612408,71612420,71612428,71612417,71615799,0,71615802,71615805,71615809,2,1,10,22,8,-3,3382,-71615799,71615802,3,4,22,3414
1966,71632429,71632430,71632432,71632436,71632443,71632444,71632443,71635726,0,71635728,71635731,71635735,1,2,4,11,1,0,3283,-71635726,71635728,3,4,14,3306
1967,71632436,71632437,71632449,71632451,71632457,71632468,71632455,71635855,0,71635857,71635859,71635863,1,12,2,8,11,-2,3400,-71635855,71635857,2,4,19,3427
1968,71633997,71633998,71634000,71634003,71634009,71634026,71634013,71637431,0,71637433,71637436,71637440,1,2,3,9,17,4,3418,-71637431,71637433,3,4,16,3443
1969,71656426,71656427,71656429,71656433,71656440,71656450,71656441,71659905,0,71659907,71659910,71659914,1,2,4,11,10,1,3464,-71659905,71659907,3,4,15,3488
1970,71656432,71656432,71656445,71656447,71656452,71656475,71656463,71660074,0,71660076,71660078,71660084,0,13,2,7,23,11,3611,-71660074,71660076,2,6,31,3652
1971,71680651,71680652,71680654,71680659,71680665,71680681,71680667,71683994,0,71683997,71684001,71684005,1,2,5,11,16,2,3327,-71683994,71683997,4,4,16,3354
1972,71830563,71830565,71830567,71830571,71830577,71830595,71830580,71833565,0,71833568,71833571,71833576,2,2,4,10,18,3,2985,-71833565,71833568,3,5,17,3013
1973,71848444,71848445,71848447,71848451,71848458,71848464,71848458,71851830,0,71851832,71851834,71851839,1,2,4,11,6,0,3372,-71851830,71851832,2,5,14,3395
1974,71918447,71918448,71918450,71918456,71918462,71918470,71918464,71921851,0,71921853,71921857,71921861,1,2,6,12,8,2,3387,-71921851,71921853,4,4,17,3414
1975,72949106,72949108,72949110,72949116,72949122,72949130,72949123,72952470,0,72952473,72952475,72952482,2,2,6,12,8,1,3347,-72952470,72952473,2,7,17,3376
1976,73735403,73735404,73735406,73735410,73735416,73735433,73735418,73738457,0,73738459,73738462,73738466,1,2,4,10,17,2,3039,-73738457,73738459,3,4,15,3063
1977,73739272,73739274,73739276,73739280,73739284,73739300,73739286,73741558,0,73741560,73741564,73741569,2,2,4,8,16,2,2272,-73741558,73741560,4,5,14,2297
1978,77055735,77055736,77055738,77055748,77055762,77055764,77055758,77059252,0,77059254,77059258,77059263,1,2,10,24,2,-4,3494,-77059252,77059254,4,5,23,3528
1979,77066046,77066047,77066049,77066053,77066060,77066069,77066060,77069437,0,77069439,77069442,77069446,1,2,4,11,9,0,3377,-77069437,77069439,3,4,14,3400
1980,77070393,77070394,77070396,77070399,77070405,77070413,77070406,77073653,0,77073655,77073658,77073662,1,2,3,9,8,1,3247,-77073653,77073655,3,4,13,3269
1981,77074462,77074463,77074465,77074468,77074474,77074483,77074475,77077900,0,77077902,77077905,77077910,1,2,3,9,9,1,3425,-77077900,77077902,3,5,13,3448
1982,79476851,79476855,79476857,79476866,79476878,79476880,79476874,79480168,0,79480171,79480174,79480178,4,2,9,21,2,-4,3294,-79480168,79480171,3,4,23,3327
1983,81707077,81707078,81707080,81707089,81707098,81707110,81707097,81709925,0,81709928,81709932,81709937,1,2,9,18,12,-1,2828,-81709925,81709928,4,5,20,2860
1984,82650258,82650259,82650261,82650265,82650269,82650279,82650272,82652713,0,82652715,82652718,82652722,1,2,4,8,10,3,2441,-82652713,82652715,3,4,14,2464
1985,83942871,83942873,83942875,83942882,83942890,83942891,83942890,83946462,0,83946466,83946469,83946473,2,2,7,15,1,0,3572,-83946462,83946466,3,4,19,3602
1986,84032993,84032994,84032995,84032999,84033004,84033012,84033006,84036076,0,84036078,84036081,84036085,1,1,4,9,8,2,3070,-84036076,84036078,3,4,13,3092
1987,84038887,84038888,84038890,84038893,84038898,84038908,84038900,84041418,0,84041420,84041423,84041427,1,2,3,8,10,2,2518,-84041418,84041420,3,4,13,2540
1988,84495011,84495015,84495017,84495020,84495024,84495038,84495027,84497620,0,84497622,84497625,84497630,4,2,3,7,14,3,2593,-84497620,84497622,3,5,16,2619
